frame,frame_ms,eye_x,eye_y,eye_z,step_m,yaw_step_deg,visual_error_m,body_x,body_z
145,0.8480,-2.11968,1.04083,-2.11824,0.000000,0.04918,0.00000,-2.11968,-2.11824
146,0.8550,-2.11968,1.04083,-2.11824,0.000000,0.03829,0.00000,-2.11968,-2.11824
147,0.8600,-2.11968,1.04083,-2.11824,0.000000,0.03843,0.00000,-2.11968,-2.11824
148,0.8530,-2.11968,1.04083,-2.11824,0.000000,0.03861,0.00000,-2.11968,-2.11824
149,3.6130,-2.08230,1.04083,-2.07682,0.055800,0.03852,0.00000,-2.08230,-2.07682
150,0.5650,-2.08230,1.04083,-2.07682,0.000000,0.03829,0.00000,-2.08230,-2.07682
151,0.6170,-2.08230,1.04083,-2.07682,0.000000,0.06250,0.00000,-2.08230,-2.07682
152,0.4400,-2.08230,1.04083,-2.07682,0.000000,0.06250,0.00000,-2.08230,-2.07682
153,0.8110,-2.08230,1.04083,-2.07682,0.000000,0.06250,0.00000,-2.08230,-2.07682
154,0.8510,-2.08230,1.04083,-2.07682,0.000000,0.04623,0.00000,-2.08230,-2.07682
155,0.8970,-2.08230,1.04083,-2.07682,0.000000,0.03830,0.00000,-2.08230,-2.07682
156,0.8360,-2.08230,1.04083,-2.07682,0.000000,0.03825,0.00000,-2.08230,-2.07682
157,0.8420,-2.08230,1.04083,-2.07682,0.000000,0.03955,0.00000,-2.08230,-2.07682
158,0.8470,-2.08230,1.04083,-2.07682,0.000000,0.03798,0.00000,-2.08230,-2.07682
159,0.8560,-2.08230,1.04083,-2.07682,0.000000,0.03807,0.00000,-2.08230,-2.07682
160,0.8470,-2.08230,1.04083,-2.07682,0.000000,0.03861,0.00000,-2.08230,-2.07682
161,0.8460,-2.08230,1.04083,-2.07682,0.000000,0.03820,0.00000,-2.08230,-2.07682
162,0.8720,-2.08230,1.04083,-2.07682,0.000000,0.03807,0.00000,-2.08230,-2.07682
163,0.8410,-2.08230,1.04083,-2.07682,0.000000,0.03910,0.00000,-2.08230,-2.07682
164,0.8470,-2.08230,1.04083,-2.07682,0.000000,0.03798,0.00000,-2.08230,-2.07682
165,0.8650,-2.08230,1.04083,-2.07682,0.000000,0.03816,0.00000,-2.08230,-2.07682
166,13.0570,-2.04496,1.04083,-2.03285,0.057685,0.03897,0.00000,-2.04496,-2.03285
167,0.8790,-2.04496,1.04083,-2.03285,0.000000,0.03888,0.00000,-2.04496,-2.03285
168,0.3950,-2.04496,1.04083,-2.03285,0.000000,0.21207,0.00000,-2.04496,-2.03285
169,0.5450,-2.04496,1.04083,-2.03285,0.000000,0.06250,0.00000,-2.04496,-2.03285
170,2.9710,-2.04496,1.04083,-2.03285,0.000000,0.06250,0.00000,-2.04496,-2.03285
171,0.3740,-2.04496,1.04083,-2.03285,0.000000,0.06250,0.00000,-2.04496,-2.03285
172,0.3970,-2.04496,1.04083,-2.03285,0.000000,0.06250,0.00000,-2.04496,-2.03285
173,0.6280,-2.04496,1.04083,-2.03285,0.000000,0.06250,0.00000,-2.04496,-2.03285
174,0.8450,-2.04496,1.04083,-2.03285,0.000000,0.06250,0.00000,-2.04496,-2.03285
175,0.8180,-2.04496,1.04083,-2.03285,0.000000,0.06250,0.00000,-2.04496,-2.03285
176,0.8840,-2.04496,1.04083,-2.03285,0.000000,0.06250,0.00000,-2.04496,-2.03285
177,3.6670,-2.00764,1.04083,-1.98636,0.059609,0.03772,0.00000,-2.00764,-1.98636
178,0.6250,-2.00764,1.04083,-1.98636,0.000000,0.00490,0.00000,-2.00764,-1.98636
179,0.4100,-2.00764,1.04083,-1.98636,0.000000,0.06250,0.00000,-2.00764,-1.98636
180,0.5860,-2.00764,1.04083,-1.98636,0.000000,0.06250,0.00000,-2.00764,-1.98636
181,0.8360,-2.00764,1.04083,-1.98636,0.000000,0.06250,0.00000,-2.00764,-1.98636
182,0.8470,-2.00764,1.04083,-1.98636,0.000000,0.06250,0.00000,-2.00764,-1.98636
183,0.8530,-2.00764,1.04083,-1.98636,0.000000,0.06250,0.00000,-2.00764,-1.98636
184,0.8600,-2.00764,1.04083,-1.98636,0.000000,0.06250,0.00000,-2.00764,-1.98636
185,0.8470,-2.00764,1.04083,-1.98636,0.000000,0.06250,0.00000,-2.00764,-1.98636
186,0.8680,-2.00764,1.04083,-1.98636,0.000000,0.06250,0.00000,-2.00764,-1.98636
187,0.8400,-2.00764,1.04083,-1.98636,0.000000,0.06250,0.00000,-2.00764,-1.98636
188,0.8500,-2.00764,1.04083,-1.98636,0.000000,0.06250,0.00000,-2.00764,-1.98636
189,4.5050,-1.97035,1.04083,-1.93737,0.061573,0.06250,0.00000,-1.97035,-1.93737
190,0.9200,-1.97035,1.04083,-1.93737,0.000000,0.06250,0.00000,-1.97035,-1.93737
191,0.3970,-1.97035,1.04083,-1.93737,0.000000,0.06250,0.00000,-1.97035,-1.93737
192,0.5960,-1.97035,1.04083,-1.93737,0.000000,0.06250,0.00000,-1.97035,-1.93737
193,0.8250,-1.97035,1.04083,-1.93737,0.000000,0.06250,0.00000,-1.97035,-1.93737
194,0.8470,-1.97035,1.04083,-1.93737,0.000000,0.06250,0.00000,-1.97035,-1.93737
195,0.8590,-1.97035,1.04083,-1.93737,0.000000,0.06250,0.00000,-1.97035,-1.93737
196,0.8620,-1.97035,1.04083,-1.93737,0.000000,0.06250,0.00000,-1.97035,-1.93737
197,0.8480,-1.97035,1.04083,-1.93737,0.000000,0.04725,0.00000,-1.97035,-1.93737
198,0.8550,-1.97035,1.04083,-1.93737,0.000000,0.03816,0.00000,-1.97035,-1.93737
199,0.8460,-1.97035,1.04083,-1.93737,0.000000,0.03861,0.00000,-1.97035,-1.93737
200,0.8470,-1.97035,1.04083,-1.93737,0.000000,0.03811,0.00000,-1.97035,-1.93737
201,0.8600,-1.97035,1.04083,-1.93737,0.000000,0.03816,0.00000,-1.97035,-1.93737
202,0.8520,-1.97035,1.04083,-1.93737,0.000000,0.03870,0.00000,-1.97035,-1.93737
203,0.8490,-1.97035,1.04083,-1.93737,0.000000,0.03843,0.00000,-1.97035,-1.93737
204,0.8580,-1.97035,1.04083,-1.93737,0.000000,0.03816,0.00000,-1.97035,-1.93737
205,3.5720,-1.93306,1.04083,-1.88618,0.063333,0.03866,0.00000,-1.93306,-1.88618
206,0.5810,-1.93306,1.04083,-1.88618,0.000000,0.03825,0.00000,-1.93306,-1.88618
207,0.4100,-1.93306,1.04083,-1.88618,0.000000,0.06250,0.00000,-1.93306,-1.88618
208,0.5820,-1.93306,1.04083,-1.88618,0.000000,0.06250,0.00000,-1.93306,-1.88618
209,0.8440,-1.93306,1.04083,-1.88618,0.000000,0.06250,0.00000,-1.93306,-1.88618
210,0.8580,-1.93306,1.04083,-1.88618,0.000000,0.04326,0.00000,-1.93306,-1.88618
211,0.8600,-1.93306,1.04083,-1.88618,0.000000,0.03884,0.00000,-1.93306,-1.88618
212,0.8490,-1.93306,1.04083,-1.88618,0.000000,0.03807,0.00000,-1.93306,-1.88618
213,0.8430,-1.93306,1.04083,-1.88618,0.000000,0.03883,0.00000,-1.93306,-1.88618
214,0.8510,-1.93306,1.04083,-1.88618,0.000000,0.03812,0.00000,-1.93306,-1.88618
215,0.8480,-1.93306,1.04083,-1.88618,0.000000,0.03829,0.00000,-1.93306,-1.88618
216,0.8630,-1.93306,1.04083,-1.88618,0.000000,0.03825,0.00000,-1.93306,-1.88618
217,0.8580,-1.93306,1.04083,-1.88618,0.000000,0.03861,0.00000,-1.93306,-1.88618
218,0.8450,-1.93306,1.04083,-1.88618,0.000000,0.03861,0.00000,-1.93306,-1.88618
219,0.8590,-1.93306,1.04083,-1.88618,0.000000,0.03802,0.00000,-1.93306,-1.88618
220,0.8470,-1.93306,1.04083,-1.88618,0.000000,0.03870,0.00000,-1.93306,-1.88618
221,0.8460,-1.93306,1.04083,-1.88618,0.000000,0.03825,0.00000,-1.93306,-1.88618
222,3.5260,-1.89577,1.04083,-1.83499,0.063333,0.03794,0.00000,-1.89577,-1.83499
223,0.5590,-1.89577,1.04083,-1.83499,0.000000,0.03870,0.00000,-1.89577,-1.83499
224,0.3980,-1.89577,1.04083,-1.83499,0.000000,0.06250,0.00000,-1.89577,-1.83499
